GP_PRACTICE_CODE,POSTCODE,CCG_CODE,NHSE_AREA_TEAM_CODE,NHSE_REGION_CODE,TOTAL_ALL,TOTAL_MALE,TOTAL_FEMALES,ORG_NAME
A84613,NE65 7DG,00L,Q49,Y54,812,424,388,HARBOTTLE SURGERY
A84614,NE42 5HR,00L,Q49,Y54,1974,996,978,THE ADDERLANE SURGERY
A84619,NE25 0BW,00L,Q49,Y54,3643,1821,1822,ELSDON AVENUE SURGERY
A85001,NE9 5EY,00F,Q49,Y54,7346,3528,3818,FELL TOWER MEDICAL CENTRE
A85002,NE8 2XB,00F,Q49,Y54,4588,2430,2158,BENSHAM FAMILY PRACTICE
A85003,NE39 1PW,00F,Q49,Y54,6866,3333,3533,ROWLANDS GILL MEDICAL CENTRE
A85004,NE10 8PH,00F,Q49,Y54,10873,5308,5565,LONGRIGG MEDICAL CENTRE
A85005,NE8 1RQ,00F,Q49,Y54,15125,7751,7374,OXFORD TCE & RAWLING RD MEDICAL GROUP
A85006,NE11 9AD,00F,Q49,Y54,9224,4468,4756,GLENPARK MEDICAL CENTRE
A85007,NE9 5XY,00F,Q49,Y54,8409,4008,4401,FELL COTTAGE SURGERY
A85008,DH3 2QT,00F,Q49,Y54,15859,7764,8095,BIRTLEY MEDICAL GROUP
A85009,NE10 9QG,00F,Q49,Y54,6721,3527,3194,CROWHALL MEDICAL CENTRE
A85010,NE21 5AE,00F,Q49,Y54,11206,5451,5755,CHAINBRIDGE MEDICAL PARTNERSHIP
A85011,NE10 9QG,00F,Q49,Y54,8265,4000,4265,ST. ALBANS MEDICAL GROUP
A85012,NE8 1HR,00F,Q49,Y54,4002,2206,1796,METRO INTERCHANGE SURGERY
A85013,NE8 1AD,00F,Q49,Y54,3222,1825,1397,MILLENNIUM FAMILY PRACTICE
A85014,NE40 4US,00F,Q49,Y54,7463,3671,3792,CRAWCROOK MEDICAL CENTRE
A85015,NE9 7AD,00F,Q49,Y54,1837,936,901,HIGH STREET MEDICAL CENTRE
A85016,NE9 7AD,00F,Q49,Y54,8388,4034,4354,WREKENTON MEDICAL GROUP
A85017,NE8 4DP,00F,Q49,Y54,6121,2945,3176,BEWICK ROAD SURGERY
A85018,NE21 4RD,00F,Q49,Y54,5261,2585,2676,OLDWELL SURGERY
A85019,NE8 1NB,00F,Q49,Y54,10255,5264,4991,CENTRAL GATESHEAD MEDICAL GROUP
A85020,NE16 4PD,00F,Q49,Y54,16382,8022,8360,WHICKHAM COTTAGE MEDICAL CENTRE
A85021,NE8 2UR,00F,Q49,Y54,2642,1679,963,SECOND STREET SURGERY
A85023,NE8 2PQ,00F,Q49,Y54,5128,2677,2451,TEAMS MEDICAL PRACTICE
A85024,NE17 7BU,00F,Q49,Y54,2700,1391,1309,CHOPWELL PRIMARY HEALTHCARE CENTRE
A85026,NE9 6YS,00F,Q49,Y54,4532,2301,2231,BEACON VIEW MEDICAL CENTRE
A85605,NE40 3NT,00F,Q49,Y54,2295,1203,1092,ELVASTON ROAD SURGERY
A85609,NE8 4QR,00F,Q49,Y54,1668,888,780,108 RAWLING ROAD(RAWLING ROAD PRACTICE)
A85611,NE10 0RR,00F,Q49,Y54,5318,2623,2695,PELAW MEDICAL PRACTICE
A85614,NE8 1AD,00F,Q49,Y54,4353,2141,2212,THE BRIDGES MEDICAL PRACTICE
A85616,NE21 4RD,00F,Q49,Y54,2480,1237,1243,HOLLYHURST MEDICAL CENTRE
A85617,NE16 5LP,00F,Q49,Y54,3220,1568,1652,SUNNISIDE SURGERY
A85620,NE40 3LT,00F,Q49,Y54,3606,1693,1913,GRANGE ROAD MEDICAL PRACTICE
A86003,NE1 8DQ,00G,Q49,Y54,29929,15358,14571,SAVILLE MEDICAL GROUP
A86004,NE4 8AY,00H,Q49,Y54,15426,8231,7195,PROSPECT MEDICAL CENTRE
A86005,NE12 8LS,99C,Q49,Y54,5735,2791,2944,WEST FARM SURGERY
A86006,NE3 1NB,00H,Q49,Y54,5071,2504,2567,ROSEWORTH SURGERY
A86007,NE2 1JQ,00G,Q49,Y54,2947,1524,1423,AVENUE MEDICAL PRACTICE
A86008,NE3 2PE,00G,Q49,Y54,11840,5794,6046,PARK MEDICAL GROUP
A86009,NE6 1SG,00G,Q49,Y54,6159,3226,2933,FALCON MEDICAL GROUP
A86010,NE6 5SL,00G,Q49,Y54,9587,4968,4619,BIDDLESTONE HEALTH GROUP
A86011,NE6 3BS,00G,Q49,Y54,11298,5753,5545,WALKER MEDICAL GROUP
A86012,NE4 9QB,00H,Q49,Y54,9144,4828,4316,WEST ROAD MEDICAL CENTRE
A86013,NE5 2QW,00H,Q49,Y54,7133,3380,3753,DENTON PARK MEDICAL GROUP
A86015,NE2 2AH,00G,Q49,Y54,8659,4306,4353,HOLLY MEDICAL GROUP
A86016,NE7 7XX,99C,Q49,Y54,8570,4197,4373,LANE END SURGERY
A86017,NE4 7JT,00H,Q49,Y54,9701,5168,4533,CRUDDAS PARK SURGERY
A86018,NE3 1NU,00G,Q49,Y54,12712,6237,6475,THE GROVE MEDICAL GROUP
A86020,NE2 3LD,00G,Q49,Y54,4994,2559,2435,THE SURGERY-OSBORNE ROAD
A86021,NE4 8QB,00H,Q49,Y54,9136,4583,4553,HOLMSIDE MEDICAL GROUP
A86022,NE5 1LJ,00H,Q49,Y54,7969,3856,4113,PARKWAY MEDICAL GROUP
A86023,NE6 4QD,00G,Q49,Y54,8605,4342,4263,BENFIELD PARK MEDICAL GROUP
A86024,NE6 1SA,00G,Q49,Y54,7148,3714,3434,HEATON ROAD SURGERY
A86025,NE5 2LH,00H,Q49,Y54,12455,6009,6446,WESTERHOPE MEDICAL GROUP
A86026,NE15 9PA,00H,Q49,Y54,6570,3222,3348,THROCKLEY PRIMARY CARE CENTRE
A86027,NE1 7XR,00G,Q49,Y54,12540,6649,5891,NEWCASTLE MEDICAL CENTRE
A86028,NE3 1DQ,00G,Q49,Y54,3764,1929,1835,REGENT MEDICAL CENTRE
A86029,NE6 1SG,00G,Q49,Y54,11690,6112,5578,THORNFIELD MEDICAL GROUP
A86030,NE15 6TQ,00H,Q49,Y54,10274,5149,5125,BETTS AVENUE MEDICAL GROUP
A86031,NE4 9XD,00H,Q49,Y54,8152,3976,4176,FENHAM HALL SURGERY
A86033,NE3 5NF,00G,Q49,Y54,4419,2110,2309,BRUNTON PARK
A86035,NE3 5JP,00H,Q49,Y54,2627,1357,1270,BROADWAY MEDICAL CENTRE
A86036,NE3 1TX,00G,Q49,Y54,8576,4228,4348,GOSFORTH MEMORIAL MED.CTR
A86037,NE4 6SH,00H,Q49,Y54,6600,3554,3046,GRAINGER MEDICAL GROUP
A86038,NE15 8LX,00H,Q49,Y54,5383,2617,2766,NEWBURN SURGERY
A86040,NE6 2NN,00G,Q49,Y54,6073,3040,3033,ST.ANTHONY'S HEALTH CENTRE
A86041,NE7 7TD,99C,Q49,Y54,4949,2441,2508,SWARLAND AVENUE SURGERY
A86601,NE5 2UY,00H,Q49,Y54,8218,4011,4207,DENTON TURRET MEDICAL CENTRE
A87002,NE29 0HQ,99C,Q49,Y54,7048,3555,3493,SPRING TERRACE HEALTH CENTRE
A87003,NE28 6RZ,99C,Q49,Y54,11847,5866,5981,PORTUGAL PLACE HEALTH CTR
A87004,NE29 0SF,99C,Q49,Y54,16920,8281,8639,COLLINGWOOD SURGERY
A87005,NE26 2ND,99C,Q49,Y54,12545,6228,6317,WHITLEY BAY HEALTH CENTRE
A87006,NE26 1NA,99C,Q49,Y54,6013,2984,3029,49 MARINE AVENUE SURGERY
A87007,NE12 9BQ,99C,Q49,Y54,11051,5402,5649,FOREST HALL HEALTH CENTRE
A87008,NE26 3LW,99C,Q49,Y54,7408,3544,3864,MARINE AVENUE MEDICAL CTR
A87009,NE29 0HT,99C,Q49,Y54,14432,7088,7344,PRIORY MEDICAL GROUP
A87011,NE25 9XJ,99C,Q49,Y54,6589,3269,3320,BEAUMONT PARK SURGERY
A87012,NE13 6LN,99C,Q49,Y54,7099,3432,3667,WIDEOPEN MEDICAL CENTRE
A87013,NE28 0AD,99C,Q49,Y54,10181,4857,5324,BEWICKE MEDICAL CENTRE
A87014,NE27 0HJ,99C,Q49,Y54,4318,2209,2109,EARSDON PARK MEDICAL PRACTICE
A87015,NE29 0SF,99C,Q49,Y54,5983,2861,3122,APPLEBY SURGERY
A87016,NE28 6BB,99C,Q49,Y54,9629,4788,4841,THE VILLAGE GREEN SURGERY
A87017,NE13 6JJ,99C,Q49,Y54,5412,2573,2839,WOODLANDS PARK HEALTH CTR
A87019,NE29 0DZ,99C,Q49,Y54,5855,2896,2959,NELSON MEDICAL GROUP
A87020,NE25 9PH,99C,Q49,Y54,9057,4350,4707,MONKSEATON MEDICAL CENTRE
A87022,NE27 0HJ,99C,Q49,Y54,5233,2646,2587,NORTHUMBERLAND PARK MEDICAL GROUP
A87023,NE27 0HJ,99C,Q49,Y54,5743,2788,2955,THE SMITH PRACTICE
A87027,NE28 0PP,99C,Q49,Y54,6856,3498,3358,GARDEN PARK SURGERY
A87029,NE28 7LP,99C,Q49,Y54,4906,2436,2470,PARK ROAD MEDICAL PRACT
A87030,NE29 6HT,99C,Q49,Y54,5052,2415,2637,REDBURN PARK MEDICAL CENTRE
A87600,NE26 1DU,99C,Q49,Y54,4422,2179,2243,PARK PARADE PRACTICE
A87612,NE12 6HS,99C,Q49,Y54,5404,2603,2801,WELLSPRING MEDICAL PRACT.
A87615,NE12 6HS,99C,Q49,Y54,4760,2327,2433,PRESTON & AUSTIN PRACTICE
A88001,NE31 1NU,00N,Q49,Y54,2909,1561,1348,VICTORIA MEDICAL CENTRE
A88002,NE33 4QY,00N,Q49,Y54,12500,6183,6317,FARNHAM MEDICAL CTR.
A88003,NE34 6RE,00N,Q49,Y54,11762,5596,6166,MARSDEN RD. HEALTH CENTRE
A88004,NE32 5SE,00N,Q49,Y54,9124,4439,4685,MAYFIELD MEDICAL GROUP
A88005,NE34 9BP,00N,Q49,Y54,4620,2470,2150,WENLOCK ROAD SURGERY
A88006,NE34 0BX,00N,Q49,Y54,8470,4159,4311,TALBOT MEDICAL CENTRE
A88007,NE33 4DX,00N,Q49,Y54,9063,4819,4244,WAWN STREET SURGERY
A88008,NE33 5DU,00N,Q49,Y54,6172,3121,3051,TRINITY MEDICAL CENTRE
A88009,NE35 9AN,00N,Q49,Y54,6444,3219,3225,DR THORNILEY-WALKER & PARTNERS
A88010,NE32 5AG,00N,Q49,Y54,3037,1506,1531,ALBERT ROAD SURGERY
A88011,NE33 4JP,00N,Q49,Y54,2812,1424,1388,WESTOE SURGERY
A88012,NE31 2SP,00N,Q49,Y54,5799,2858,2941,ELLISON VIEW SURGERY
A88013,NE34 8PS,00N,Q49,Y54,13611,6518,7093,CENTRAL SURGERY
A88014,NE33 4JP,00N,Q49,Y54,2721,1563,1158,STANHOPE PARADE HC (DR KULKARNI)
A88015,NE33 5DU,00N,Q49,Y54,3676,1914,1762,ST.GEORGE'S MEDICAL CTR
A88016,NE35 9AN,00N,Q49,Y54,7752,3697,4055,DR SIMPSON & PARTNERS
A88020,NE33 2PG,00N,Q49,Y54,1784,957,827,FLAGG COURT (DR S CHANDER)
A88022,NE31 1NU,00N,Q49,Y54,7660,3704,3956,THE GLEN MEDICAL GROUP
A88023,SR6 7EE,00N,Q49,Y54,5124,2443,2681,WHITBURN SURGERY
A88025,NE32 3UX,00N,Q49,Y54,5107,2526,2581,THE G.P.SUITE
A88601,NE33 4EG,00N,Q49,Y54,2601,1374,1227,IMEARY STREET PRACTICE
A88603,NE31 1NU,00N,Q49,Y54,3053,1462,1591,THE PARK SURGERY
A88608,NE33 3ET,00N,Q49,Y54,5854,3001,2853,RAVENSWORTH SURGERY
A88611,NE33 4JP,00N,Q49,Y54,2644,1353,1291,CHICHESTER PRACTICE
A88613,NE32 3UX,00N,Q49,Y54,3968,1981,1987,EAST WING PRACTICE
A88614,NE33 2PG,00N,Q49,Y54,1906,1065,841,FLAGG COURT (DR N WIN)
A89001,SR2 8AD,00P,Q49,Y54,14071,6940,7131,DEERNESS PARK MEDICAL GROUP
A89002,SR1 2HJ,00P,Q49,Y54,3211,1758,1453,DR S M BHATE & DR H EL-SHAKANKERY
A89003,NE38 7NQ,00P,Q49,Y54,5736,2871,2865,DR AKK HEGDE
A89004,DH5 9EZ,00P,Q49,Y54,11654,5763,5891,HETTON GROUP PRACTICE
A89005,SR2 8AX,00P,Q49,Y54,5844,2925,2919,DR BRIGHAM & PARTNERS
A89006,SR4 7XF,00P,Q49,Y54,7233,3698,3535,DR SHETTY & PARTNERS
A89007,SR4 7XF,00P,Q49,Y54,10147,4969,5178,PALLION FAMILY PRACTICE
A89008,SR5 5PS,00P,Q49,Y54,5015,2594,2421,RED HOUSE MEDICAL CENTRE
A89009,DH4 4LE,00P,Q49,Y54,7124,3475,3649,HERRINGTON MEDICAL CENTRE
A89010,NE37 2PU,00P,Q49,Y54,12082,5929,6153,DR STEPHENSON & PARTNERS
A89011,SR3 2AN,00P,Q49,Y54,3969,1989,1980,JOSHI NA
A89012,NE38 7NQ,00P,Q49,Y54,4930,2494,2436,DR DIXIT'S PRACTICE
A89013,SR1 2QB,00P,Q49,Y54,5353,2726,2627,THE NEW CITY MEDICAL GROUP
A89014,SR6 0HT,00P,Q49,Y54,2102,1240,862,ROKER FAMILY PRACTICE
A89015,SR6 8DZ,00P,Q49,Y54,9757,4640,5117,"FULWELL MEDICAL CENTRE,"
A89016,SR6 0QQ,00P,Q49,Y54,7656,3748,3908,ST BEDE MEDICAL CENTRE
A89017,SR4 7AF,00P,Q49,Y54,12751,6436,6315,MILLFIELD MEDICAL GROUP
A89018,SR2 8JG,00P,Q49,Y54,4554,2345,2209,ASHBURN MEDICAL CENTRE
A89019,SR5 2LT,00P,Q49,Y54,9966,4795,5171,"DRS CLOAK, CHOI AND MILLIGAN"
A89020,SR4 6QE,00P,Q49,Y54,7990,4034,3956,THE OLD FORGE SURGERY
A89021,DH4 5EQ,00P,Q49,Y54,8759,4312,4447,KEPIER MEDICAL PRACTICE
A89022,NE37 2PU,00P,Q49,Y54,5247,2602,2645,CONCORD MEDICAL PRACTICE
A89023,DH4 4DN,00P,Q49,Y54,7822,3825,3997,"HOUGHTON MEDICAL GROUP,"
A89024,SR3 4HG,00P,Q49,Y54,5595,2745,2850,THE BROADWAY MEDICAL PRACTICE
A89025,NE38 7NQ,00P,Q49,Y54,5942,2851,3091,ENCOMPASS HEALTH CARE
A89026,NE37 2PU,00P,Q49,Y54,3049,1595,1454,VICTORIA MEDICAL PRACTICE
A89027,SR3 4HG,00P,Q49,Y54,6414,3056,3358,SPRINGWELL MEDICAL GROUP
A89028,DH4 4RB,00P,Q49,Y54,7022,3399,3623,GRANGEWOOD SURGERY
A89029,SR3 1RN,00P,Q49,Y54,1915,978,937,SPRINGWELL HOUSE
A89030,DH4 4RW,00P,Q49,Y54,6575,3271,3304,WESTBOURNE MEDICAL GROUP
A89031,SR4 7XF,00P,Q49,Y54,5918,3009,2909,HYLTON MEDICAL GROUP
A89032,SR3 2AN,00P,Q49,Y54,5197,2501,2696,COLLIERY MEDICAL GROUP
A89034,SR2 7BA,00P,Q49,Y54,4016,2284,1732,PARK LANE PRACTICE
A89035,SR2 0RX,00P,Q49,Y54,5278,2561,2717,SOUTHLANDS MEDICAL GROUP
A89036,SR5 3EX,00P,Q49,Y54,2105,1099,1006,CASTLETOWN MEDICAL CENTRE
A89038,NE38 8JF,00P,Q49,Y54,4765,2397,2368,BARMSTON MEDICAL CENTRE
A89040,SR6 0AB,00P,Q49,Y54,2594,1278,1316,MONKWEARMOUTH HEALTH CENTRE
A89041,SR3 4BY,00P,Q49,Y54,5161,2576,2585,HAPPY HOUSE SURGERY
A89042,SR3 2AW,00P,Q49,Y54,6012,2844,3168,CHURCH VIEW MEDICAL CENTRE
A89603,SR5 2LT,00P,Q49,Y54,1992,973,1019,DR. R. OBONNA
A89604,SR5 2LT,00P,Q49,Y54,3791,1921,1870,DR WEATHERHEAD & ASSOCIATES
A89610,SR2 0RY,00P,Q49,Y54,3071,1491,1580,PEACE  HAVEN
A89611,SR2 7PF,00P,Q49,Y54,2610,1567,1043,EDEN TERRACE SURGERY
A89612,SR1 1XW,00P,Q49,Y54,2377,1249,1128,NATHAN JR
A89614,SR4 0LS,00P,Q49,Y54,3960,1949,2011,SOUTH HYLTON SURGERY
A89616,NE38 9EH,00P,Q49,Y54,2045,980,1065,RICKLETON MEDICAL CENTRE
A89617,NE38 9AB,00P,Q49,Y54,2158,1121,1037,HARRATON SURGERY
A89618,SR6 0AB,00P,Q49,Y54,946,507,439,THE WEARSIDE PRACTICE
A89620,NE37 2PU,00P,Q49,Y54,2645,1292,1353,DR THOMAS
A89621,SR4 9AS,00P,Q49,Y54,2860,1393,1467,PENNYWELL MEDICAL CENTRE
A89623,SR4 7TU,00P,Q49,Y54,2544,1351,1193,CHESTER SURGERY
A89624,NE37 2PU,00P,Q49,Y54,2252,1105,1147,DR. N.J. BHATT & DR. H.M. BENN
B81002,HU7 4DW,03F,Q50,Y54,3480,1708,1772,DR A  KUMAR-CHOUDHARY'S PRACTICE
B81003,DN35 8EB,03H,Q50,Y54,13092,6382,6710,BEACON MEDICAL
B81004,HU18 1LP,02Y,Q50,Y54,12325,6090,6235,"EASTGATE MEDICAL GROUP, HORNSEA"
B81005,DN18 5ER,03K,Q50,Y54,16665,8246,8419,THE CENTRAL SURGERY BARTON
B81006,YO15 2QW,02Y,Q50,Y54,8681,4289,4392,"MANOR HOUSE SURGERY, BRIDLINGTON"
B81007,DN15 9TA,03K,Q50,Y54,9725,4854,4871,WINTERTON MEDICAL PRACTICE
B81008,HU9 2LJ,03F,Q50,Y54,13845,6920,6925,MORRILL STREET GROUP PRACTICE
B81009,YO43 3AY,02Y,Q50,Y54,9037,4430,4607,MARKET WEIGHTON GROUP PRACTICE
B81010,HU13 9LZ,02Y,Q50,Y54,13384,6463,6921,HESSLE GRANGE MEDICAL PRACTICE
B81011,HU3 5QE,03F,Q50,Y54,8701,4349,4352,KINGSTON HEALTH (HULL)
B81012,DN31 3AE,03H,Q50,Y54,4491,2366,2125,DR AP KUMAR
B81013,DN14 6JD,02Y,Q50,Y54,9188,4540,4648,MONTAGUE MEDICAL PRACTICE
B81014,YO16 4LZ,02Y,Q50,Y54,7284,3543,3741,PRACTICE TWO
B81015,DN35 7XE,03H,Q50,Y54,14709,7362,7347,CLEE MEDICAL CENTRE
B81016,DN31 1QZ,03H,Q50,Y54,9433,4583,4850,PELHAM MEDICAL GROUP
B81017,HU3 1TY,03F,Q50,Y54,7056,3839,3217,KINGSTON MEDICAL GROUP
B81018,HU6 9BS,03F,Q50,Y54,6105,3162,2943,DR RK AWAN AND PARTNERS
B81019,DN32 9SW,03H,Q50,Y54,2823,1452,1371,DR JETHWA
B81020,HU7 4PT,03F,Q50,Y54,7440,3660,3780,THE SUTTON MANOR SURGERY
B81021,HU6 7ER,03F,Q50,Y54,7611,3670,3941,FAITH HOUSE SURGERY
B81022,DN16 3LG,03K,Q50,Y54,14911,7306,7605,CAMBRIDGE AVENUE MEDICAL CENTRE
B81023,DN31 1QZ,03H,Q50,Y54,6073,3046,3027,THE CHANTRY HEALTH GROUP
B81024,HU10 6BP,02Y,Q50,Y54,8780,4278,4502,THE WILLERBY SURGERY
B81025,HU19 2PZ,02Y,Q50,Y54,12348,6347,6001,SOUTH HOLDERNESS MEDICAL PRACTICE
B81026,DN16 2AB,03K,Q50,Y54,17108,8777,8331,ANCORA MEDICAL PRACTICE
B81027,HU3 4BB,03F,Q50,Y54,6170,3079,3091,ST ANDREWS GROUP PRACTICE
B81029,DN14 9DY,02Y,Q50,Y54,10186,5115,5071,THE SNAITH AND RAWCLIFFE MEDICAL GROUP
B81030,DN33 3JF,03H,Q50,Y54,12411,5822,6589,SCARTHO MEDICAL CENTRE
B81031,DN34 4GB,03H,Q50,Y54,14236,7126,7110,FIELDHOUSE MEDICAL GROUP
B81032,HU1 3SA,03F,Q50,Y54,2850,1649,1201,WILBERFORCE SURGERY
B81034,HU17 5NL,02Y,Q50,Y54,10980,5538,5442,LEVEN & BEEFORD MEDICAL PRACTICE
B81035,HU5 3TJ,03F,Q50,Y54,5969,2946,3023,THE AVENUES MEDICAL CENTRE
B81036,YO42 2DL,03Q,Q50,Y54,15262,7594,7668,POCKLINGTON GROUP PRACTICE
B81037,YO25 6EB,02Y,Q50,Y54,15207,7402,7805,THE PARK SURGERY
B81038,HU4 6RF,03F,Q50,Y54,7346,3580,3766,DR IA GALEA AND PARTNERS
B81039,DN40 1JW,03H,Q50,Y54,17387,8763,8624,THE ROXTON PRACTICE
B81040,HU9 5HH,03F,Q50,Y54,14870,7431,7439,DR JAD WEIR & PARTNERS
B81041,HU15 2UL,02Y,Q50,Y54,6156,3089,3067,DR SR MARSHALL AND PARTNERS
B81042,HU17 7BZ,02Y,Q50,Y54,12096,5769,6327,DR SA HILL AND PARTNERS
B81043,DN9 1EP,03K,Q50,Y54,14688,7257,7431,SOUTH AXHOLME PRACTICE
B81044,YO43 4BJ,02Y,Q50,Y54,5773,2867,2906,HOLME-BUBWITH MEDICAL GROUP
B81045,DN16 2UT,03K,Q50,Y54,12330,6115,6215,ASHBY TURN PRIMARY CARE PARTNERS
B81046,HU6 9BX,03F,Q50,Y54,9012,4549,4463,THE BRIDGE GROUP PRACTICE
B81047,HU3 1DS,03F,Q50,Y54,7097,3909,3188,WOLSELEY MEDICAL CENTRE
B81048,HU5 2NT,03F,Q50,Y54,8819,4430,4389,THE NEWLAND GROUP
B81049,HU6 8QF,03F,Q50,Y54,9168,4482,4686,NEW HALL SURGERY
B81050,HU12 8JD,02Y,Q50,Y54,11865,5888,5977,HEDON GROUP PRACTICE
B81051,HU17 8JW,02Y,Q50,Y54,10484,5151,5333,OLD FIRE STATION SURGERY
B81052,HU5 3QA,03F,Q50,Y54,5710,3004,2706,MUSIL J
B81053,HU9 4AL,03F,Q50,Y54,11782,5643,6139,DIADEM MEDICAL PRACTICE
B81054,HU5 2ST,03F,Q50,Y54,9416,4987,4429,CLIFTON HOUSE MEDICAL CENTRE
B81055,DN35 0LN,03H,Q50,Y54,3505,1780,1725,DR S DIJOUX
B81056,HU5 5JT,03F,Q50,Y54,15074,7234,7840,THE SPRINGHEAD MEDICAL CENTRE
B81057,HU3 6BX,03F,Q50,Y54,2688,1435,1253,ST ANDREWS NEWINGTON
B81058,HU3 4BB,03F,Q50,Y54,7773,4033,3740,SYDENHAM GROUP PRACTICE
B81060,YO15 2AT,02Y,Q50,Y54,8282,4165,4117,"FIELD HOUSE SURGERY, BRIDLINGTON"
B81061,HU15 1AY,02Y,Q50,Y54,20674,10102,10572,BROUGH AND SOUTH CAVE MEDICAL PRACTICE
B81062,HU12 8JE,02Y,Q50,Y54,11726,5784,5942,"CHURCH VIEW SURGERY, HEDON"
B81063,DN20 8NT,03K,Q50,Y54,6563,3226,3337,BRIDGE STREET SURGERY
B81064,DN15 7AN,03K,Q50,Y54,8603,4184,4419,CHURCH LANE MEDICAL CENTRE
B81065,DN17 3DR,03K,Q50,Y54,11944,5966,5978,TRENT VIEW MEDICAL PRACTICE
B81066,HU9 3JA,03F,Q50,Y54,2291,1183,1108,DR GM CHOWDHURY'S PRACTICE
B81068,DN14 6RU,02Y,Q50,Y54,15989,7998,7991,BARTHOLOMEW MEDICAL GROUP
B81069,YO16 4LZ,02Y,Q50,Y54,9941,4884,5057,"PRACTICE 3, MEDICAL CENTRE, BRIDLINGTON"
B81070,YO16 4LZ,02Y,Q50,Y54,5771,2806,2965,PRACTICE ONE
B81072,HU5 2NT,03F,Q50,Y54,6500,3382,3118,DR RJ WESTROP & PARTNERS
B81074,HU9 2LR,03F,Q50,Y54,3060,1545,1515,DR AK REJ
B81075,HU5 5BE,03F,Q50,Y54,1827,995,832,MALLIK MK
B81077,DN34 4GB,03H,Q50,Y54,9969,4872,5097,WOODFORD MEDICAL PRACTICE
B81080,HU8 9RW,03F,Q50,Y54,2059,1114,945,DR GS MALCZEWSKI'S PRACTICE
B81081,HU9 2LJ,03F,Q50,Y54,3804,1849,1955,NEW GREEN SURGERY
B81082,HU17 7JY,02Y,Q50,Y54,5941,2876,3065,NORTH BEVERLEY MEDICAL CENTRE
B81084,HU16 4AJ,02Y,Q50,Y54,7706,3731,3975,COTTINGHAM MEDICAL CENTRE
B81085,HU8 8JS,03F,Q50,Y54,5075,2464,2611,BURNBRAE MEDICAL PRACTICE
B81087,DN34 5DX,03H,Q50,Y54,7095,3471,3624,BIRKWOOD MEDICAL CENTRE
B81088,DN14 7DD,02Y,Q50,Y54,7191,3625,3566,HOWDEN MEDICAL PRACTICE
B81089,HU9 5AD,03F,Q50,Y54,3625,1896,1729,DR L WITVLIET'S PRACTICE
B81090,DN15 7PG,03K,Q50,Y54,4278,2184,2094,THE OSWALD ROAD MEDICAL SURGERY
B81091,DN34 4GB,03H,Q50,Y54,5600,2784,2816,LITTLEFIELD SURGERY
B81092,YO25 6UH,02Y,Q50,Y54,10390,5119,5271,"THE MEDICAL CENTRE, DRIFFIELD"
B81094,HU7 4BJ,03F,Q50,Y54,1303,705,598,DR AK DATTA'S PRACTICE
B81095,HU6 7HP,03F,Q50,Y54,3899,1942,1957,COOK BF
B81097,HU9 3JA,03F,Q50,Y54,1532,831,701,DR RD YAGNIK'S PRACTICE
B81098,DN16 1LE,03K,Q50,Y54,2004,1061,943,DR R P UGARGOL
B81099,DN21 4PQ,03K,Q50,Y54,5499,2782,2717,KIRTON LINDSEY SURGERY
B81100,HU10 6QJ,02Y,Q50,Y54,2843,1359,1484,DR AC MILNER
B81101,HU17 0HB,02Y,Q50,Y54,5794,2863,2931,DR HS SURI'S PRACTICE
B81104,HU5 2EG,03F,Q50,Y54,5072,2496,2576,NAYAR JK
B81108,DN31 2BH,03H,Q50,Y54,4201,2082,2119,DR GG DE AND DR A SINHA
B81109,DN20 8AS,03K,Q50,Y54,12253,6060,6193,RIVERSIDE SURGERY
B81112,HU7 4DW,03F,Q50,Y54,3157,1558,1599,ST ANDREWS - BRANSHOLME
B81113,DN16 2AB,03K,Q50,Y54,6045,3097,2948,CEDAR MEDICAL PRACTICE
B81118,DN17 1YH,03K,Q50,Y54,5189,2589,2600,WEST COMMON LANE TEACHING PRACTICE
B81119,HU7 4DW,03F,Q50,Y54,4324,2149,2175,DR G PALOORAN AND PARTNERS
B81120,HU17 0BS,02Y,Q50,Y54,1687,813,874,DRS KELLY AND BAWN
B81121,HU17 9GQ,02Y,Q50,Y54,2625,1254,1371,BEVERLEY & MOLESCROFT SURGERY
B81602,HU16 4DA,02Y,Q50,Y54,2595,1277,1318,HANCOCKS ME
B81603,DN32 9SW,03H,Q50,Y54,4578,2364,2214,ASHWOOD SURGERY
B81606,DN31 3AE,03H,Q50,Y54,4139,2110,2029,STIRLING MEDICAL CENTRE (MATHEWS)
B81616,HU7 4DW,03F,Q50,Y54,2497,1265,1232,DR GT HENDOW'S PRACTICE
B81617,DN15 6HX,03K,Q50,Y54,8445,4371,4074,THE BIRCHES MEDICAL PRACTICE
B81619,HU13 9AJ,02Y,Q50,Y54,4155,2019,2136,PARK VIEW SURGERY
B81620,DN35 7DL,03H,Q50,Y54,2443,1291,1152,BISWAS B
B81622,HU17 9BP,02Y,Q50,Y54,4094,1873,2221,WALKERGATE SURGERY
B81628,DN38 6HZ,03K,Q50,Y54,2968,1473,1495,BARNETBY MEDICAL CENTRE
B81631,HU7 5DD,03F,Q50,Y54,3512,1808,1704,DRS RAUT AND THOUFEEQ
B81634,HU7 4DW,03F,Q50,Y54,2822,1455,1367,DR J VENUGOPAL & PARTNERS
B81635,HU11 4AR,03F,Q50,Y54,3089,1559,1530,DR G DAVE'S PRACTICE
